479203,196805,5
343426,196805,5
11281,196805,4
333227,199454,5
554138,220262,1
223994,223194,4
614478,227657,4
615033,227657,4
235046,227657,4
477470,229472,5
796400,231326,5
502414,234209,4
302602,242746,4
256043,242746,4
299144,242746,3
767777,245042,3
288125,245042,4
612352,252795,4
680224,254729,4
450753,254729,4
36101,258586,5
16963,261663,5
697075,264688,4
18869,264688,5
612374,264688,4
8390,271495,4
271421,271495,4
237433,271495,4
299143,271499,3
237814,271499,3
271319,271499,3
270407,271506,4
25671,272270,3
8390,272270,5
697075,272355,4
16963,272355,5
37816,272460,4
270407,272460,4
253140,272713,4
8390,272715,5
270407,272715,4
378373,274009,5
20295,278838,4
18869,291270,3
496665,293080,2
436442,293192,2
702215,293353,4
27956,294807,4
260782,296871,5
324709,317279,5
318951,317279,5
399267,323684,4
322818,323684,4
467542,337916,3
371511,371517,3
710050,374192,4
504024,376848,4
612333,394097,3
705879,394784,5
700000,394787,5
700000,394789,4
704072,396589,2
796588,402062,4
350858,402064,4
612359,402092,5
704725,402127,4
612359,402144,3
794546,402871,5
707212,402898,5
703947,402898,4
615386,402898,4
402339,404931,5
403354,404931,5
513559,407725,4
468387,409319,4
413260,413279,5
785410,423744,5
708361,426481,4
431783,427546,4
518037,429426,4
703947,429609,4
614977,429609,4
546174,429609,4
614352,429609,4
702145,431578,3
326897,431578,4
537188,444380,4
419810,444850,5
614866,448507,4
615842,448507,4
536925,448507,4
493618,450383,5
476419,450383,5
612552,468442,4
615296,473398,3
18869,481167,3
556414,482740,4
485062,482740,5
595921,484962,5
614908,484962,5
488709,488402,4
708361,490153,4
707314,490153,4
799118,490159,4
812239,496938,4
383034,508763,5
710050,511255,4
687113,514559,5
518070,523419,5
518003,523419,5
512566,523419,5
785125,526006,1
515950,526809,4
515961,526809,5
515984,526809,5
24763,528702,5
612395,530788,4
531022,532616,5
532885,532616,5
532698,542140,4
702719,542462,4
531022,542765,4
532885,542765,4
530584,543830,3
533176,543830,3
578638,543907,2
704072,557524,3
704652,557524,4
627702,557827,4
444821,558398,4
444821,558398,4
546557,560415,4
547281,560415,4
547846,560415,4
704725,561317,4
612374,561317,4
612382,561317,2
612359,561317,5
703434,561618,4
702719,561665,4
566342,569571,4
567949,569571,5
567377,569932,4
564185,569932,4
512566,569932,5
563172,573673,3
512566,573673,5
658985,578551,4
707450,583735,4
707435,583735,4
614305,583735,5
421190,585680,5
705879,598323,5
707292,600542,5
576620,600542,4
794546,602332,5
708266,602332,4
703434,602332,4
557467,602332,5
8413,608542,2
812239,608542,3
196147,610348,4
196147,610352,4
617856,613186,4
614056,614154,5
704074,614155,3
614058,614155,4
537640,614157,4
702145,614167,4
614415,614848,4
703212,615615,4
707314,615647,4
665901,620552,4
18869,629677,3
707712,630587,4
706261,630587,5
704074,630587,4
636295,636300,5
819823,638114,5
554365,640488,4
702388,640488,4
554365,640491,4
702388,640505,4
574034,659068,4
18869,667572,5
706659,674313,5
595921,674313,4
798943,682562,4
596657,689399,4
596657,689413,4
596657,689489,4
697478,697542,5
715575,702179,1
687339,704691,4
706795,704710,3
704121,705036,4
614484,705036,4
533922,706432,4
614484,706432,4
707450,706476,4
706340,706764,4
705646,706764,4
704699,706764,5
705310,706764,4
794534,706800,5
794181,706800,5
647300,706800,5
702218,706800,5
702218,707017,3
533922,707120,4
708264,707132,4
614484,707132,4
533922,707132,4
707435,707513,4
707435,707558,4
697478,707789,5
794553,708123,4
702378,708151,4
702378,708210,5
704652,708295,4
697478,709296,5
798943,709301,5
704614,709482,3
704614,709624,4
680224,709957,5
689331,710293,4
615184,710561,4
729380,710561,5
680486,710561,1
722672,711502,4
715575,715479,4
13263,720860,5
13263,720860,5
13263,720864,5
13263,721234,5
13263,721270,5
13263,721288,5
13263,721292,5
13263,721293,5
13263,721324,5
13263,721327,5
697075,726489,5
726983,726975,5
760860,737791,4
402456,74237,3
31416,74237,4
21266,74255,3
36344,74258,2
434708,74282,5
22573,74283,5
21266,74283,5
7691,74290,4
11441,74290,4
21266,74290,5
21266,74292,4
432529,74317,4
21266,74318,3
21266,74319,1
21266,74321,2
21266,74322,2
402456,74323,3
236788,74323,5
32425,74323,5
32983,74369,4
432950,74441,4
34954,74441,5
21266,74451,4
21266,74461,4
437618,74462,3
7859,74467,4
7859,74467,4
18930,74467,4
8235,74467,3
12187,74467,4
26070,74467,5
22571,74467,4
23381,74467,4
34999,74467,4
34999,74467,4
36513,74467,4
8978,74467,3
19607,74467,4
34796,74467,5
32983,74473,3
3754,74488,5
8905,74488,4
32425,74509,5
21266,74527,4
21266,74528,4
21266,74529,4
21266,74532,4
21266,74532,2
21266,74533,3
21266,74536,3
21266,74542,3
21266,74545,3
21266,74546,3
21266,74550,3
21266,74551,3
